Latitude,Longitude,Risk_Rating
25.352713,91.699259,0.233
25.352713,91.709209,0.1059
25.352713,91.71916,0.1571
25.352713,91.72911,0.7937
25.352713,91.739061,0.0963
25.352713,91.749012,0.2141
25.352713,91.758962,0.2126
25.352713,91.768913,0.2237
25.352713,91.778863,0.2423
25.352713,91.788814,0.2803
25.352713,91.798764,0.2718
25.352713,91.808715,0.2552
25.352713,91.818666,0.7266
25.352713,91.828616,0.7579
25.352713,91.838567,0.8261
25.352713,91.848517,0.282
25.352713,91.858468,0.2626
25.352713,91.868418,0.1197
25.352713,91.878369,0.4462
25.352713,91.88832,0.7245
25.352713,91.89827,0.4154
25.352713,91.908221,0.7843
25.352713,91.918171,0.2169
25.352713,91.928122,0.3744
25.352713,91.938072,0.2499
25.352713,91.948023,0.2319
25.352713,91.957974,0.2416
25.352713,91.967924,0.7436
25.352713,91.977875,0.3836
25.352713,91.987825,0.8363
25.352713,91.997776,0.0829
25.352713,92.007726,0.2807
25.352713,92.017677,0.4914
25.352713,92.027628,0.5355
25.352713,92.037578,0.5047
25.352713,92.047529,0.5364
25.361696,91.55,0.181
25.361696,91.559951,0.1475
25.361696,91.569901,0.1679
25.361696,91.579852,0.1503
25.361696,91.589802,0.1822
25.361696,91.599753,0.1751
25.361696,91.609703,0.1085
25.361696,91.619654,0.0854
25.361696,91.629605,0.5775
25.361696,91.639555,0.1398
25.361696,91.649506,0.2287
25.361696,91.659456,0.2977
25.361696,91.669407,0.1567
25.361696,91.679357,0.2573
25.361696,91.689308,0.1102
25.361696,91.699259,0.2318
25.361696,91.709209,0.1098
25.361696,91.71916,0.2709
25.361696,91.72911,0.1552
25.361696,91.739061,0.1632
