Latitude,Longitude,Risk_Rating
25.361696,91.749012,0.2401
25.361696,91.758962,0.2309
25.361696,91.768913,0.8293
25.361696,91.778863,0.2005
25.361696,91.788814,0.2342
25.361696,91.798764,0.7534
25.361696,91.808715,0.8831
25.361696,91.818666,0.8226
25.361696,91.828616,0.4078
25.361696,91.838567,0.854
25.361696,91.848517,0.3253
25.361696,91.858468,0.1556
25.361696,91.868418,0.2146
25.361696,91.878369,0.2294
25.361696,91.88832,0.8466
25.361696,91.89827,0.7452
25.361696,91.908221,0.8754
25.361696,91.918171,0.2939
25.361696,91.928122,0.2287
25.361696,91.938072,0.3017
25.361696,91.948023,0.2939
25.361696,91.957974,0.5787
25.361696,91.967924,0.4831
25.361696,91.977875,0.2324
25.361696,91.987825,0.5784
25.361696,91.997776,0.2597
25.361696,92.007726,0.2246
25.361696,92.017677,0.1032
25.361696,92.027628,0.0638
25.361696,92.037578,0.1977
25.361696,92.047529,0.1375
25.370679,91.55,0.14
25.370679,91.559951,0.1423
25.370679,91.569901,0.0743
25.370679,91.579852,0.1963
25.370679,91.589802,0.1178
25.370679,91.599753,0.1019
25.370679,91.609703,0.1295
25.370679,91.619654,0.4675
25.370679,91.629605,0.0812
25.370679,91.639555,0.0699
25.370679,91.649506,0.0712
25.370679,91.659456,0.304
25.370679,91.669407,0.2473
25.370679,91.679357,0.2389
25.370679,91.689308,0.1299
25.370679,91.699259,0.2359
25.370679,91.709209,0.7668
25.370679,91.71916,0.0647
25.370679,91.72911,0.0646
25.370679,91.739061,0.0926
25.370679,91.749012,0.3295
25.370679,91.758962,0.0754
25.370679,91.768913,0.109
25.370679,91.778863,0.7238
25.370679,91.788814,0.8513
25.370679,91.798764,0.7632
25.370679,91.808715,0.8196
25.370679,91.818666,0.2205
25.370679,91.828616,0.3456
25.370679,91.838567,0.7628
25.370679,91.848517,0.28
25.370679,91.858468,0.2643
25.370679,91.868418,0.1991
25.370679,91.878369,0.2667
25.370679,91.88832,0.7784
25.370679,91.89827,0.7709
25.370679,91.908221,0.6393
25.370679,91.918171,0.7891
25.370679,91.928122,0.2873
25.370679,91.938072,0.3138
25.370679,91.948023,0.249
25.370679,91.957974,0.7876
25.370679,91.967924,0.1217
25.370679,91.977875,0.7213
25.370679,91.987825,0.4197
25.370679,91.997776,0.1168
25.370679,92.007726,0.2671
25.370679,92.017677,0.2206
25.370679,92.027628,0.0804
25.370679,92.037578,0.4491
25.370679,92.047529,0.1153
25.379662,91.55,0.1698
25.379662,91.559951,0.1097
25.379662,91.569901,0.1359
25.379662,91.579852,0.0688
25.379662,91.589802,0.0977
25.379662,91.599753,0.0858
25.379662,91.609703,0.0828
25.379662,91.619654,0.1551
25.379662,91.629605,0.0742
25.379662,91.639555,0.0929
25.379662,91.649506,0.4716
25.379662,91.659456,0.0959
25.379662,91.669407,0.2249
25.379662,91.679357,0.1166
25.379662,91.689308,0.5607
25.379662,91.699259,0.1109
25.379662,91.709209,0.2499
25.379662,91.71916,0.0746
25.379662,91.72911,0.0755
25.379662,91.739061,0.1126
25.379662,91.749012,0.2365
25.379662,91.758962,0.2459
25.379662,91.768913,0.2281
25.379662,91.778863,0.1367
25.379662,91.788814,0.8951
25.379662,91.798764,0.914
25.379662,91.808715,0.4468
25.379662,91.818666,0.2401
25.379662,91.828616,0.6274
25.379662,91.838567,0.3126
25.379662,91.848517,0.2026
25.379662,91.858468,0.3456
25.379662,91.868418,0.0943
25.379662,91.878369,0.4157
25.379662,91.88832,0.7804
25.379662,91.89827,0.8426
25.379662,91.908221,0.8105
25.379662,91.918171,0.7189
25.379662,91.928122,0.7685
25.379662,91.938072,0.2366
25.379662,91.948023,0.7984
25.379662,91.957974,0.2338
25.379662,91.967924,0.539
25.379662,91.977875,0.6923
25.379662,91.987825,0.2499
25.379662,91.997776,0.2343
25.379662,92.007726,0.329
25.379662,92.017677,0.4124
25.379662,92.027628,0.7348
25.379662,92.037578,0.0985
25.379662,92.047529,0.0771
25.388645,91.55,0.1855
25.388645,91.559951,0.2243
25.388645,91.569901,0.4984
25.388645,91.579852,0.0744
25.388645,91.589802,0.0797
25.388645,91.599753,0.0965
25.388645,91.609703,0.0968
25.388645,91.619654,0.1032
25.388645,91.629605,0.5944
25.388645,91.639555,0.1448
25.388645,91.649506,0.0924
25.388645,91.659456,0.4981
25.388645,91.669407,0.1447
25.388645,91.679357,0.1996
25.388645,91.689308,0.5381
25.388645,91.699259,0.7881
25.388645,91.709209,0.5831
25.388645,91.71916,0.2506
25.388645,91.72911,0.0682
25.388645,91.739061,0.0877
25.388645,91.749012,0.0729
25.388645,91.758962,0.0885
25.388645,91.768913,0.2454
25.388645,91.778863,0.0966
25.388645,91.788814,0.5763
25.388645,91.798764,0.9153
25.388645,91.808715,0.2482
25.388645,91.818666,0.3431
25.388645,91.828616,0.3108
25.388645,91.838567,0.2687
25.388645,91.848517,0.7094
25.388645,91.858468,0.3777
25.388645,91.868418,0.73
25.388645,91.878369,0.7192
25.388645,91.88832,0.7977
25.388645,91.89827,0.1004
25.388645,91.908221,0.7946
25.388645,91.918171,0.2615
25.388645,91.928122,0.7271
25.388645,91.938072,0.2948
25.388645,91.948023,0.3014
25.388645,91.957974,0.8366
25.388645,91.967924,0.2291
25.388645,91.977875,0.6958
25.388645,91.987825,0.0929
25.388645,91.997776,0.2411
25.388645,92.007726,0.244
25.388645,92.017677,0.2907
25.388645,92.027628,0.2611
25.388645,92.037578,0.296
25.388645,92.047529,0.0596
25.397628,91.55,0.2199
25.397628,91.559951,0.109
25.397628,91.569901,0.0943
25.397628,91.579852,0.0961
25.397628,91.589802,0.0603
25.397628,91.599753,0.0528
25.397628,91.609703,0.1083
25.397628,91.619654,0.0877
25.397628,91.629605,0.1004
25.397628,91.639555,0.2092
25.397628,91.649506,0.0723
25.397628,91.659456,0.4664
25.397628,91.669407,0.1818
25.397628,91.679357,0.1769
25.397628,91.689308,0.1324
25.397628,91.699259,0.2142
25.397628,91.709209,0.1548
25.397628,91.71916,0.0886
25.397628,91.72911,0.2889
25.397628,91.739061,0.0854
25.397628,91.749012,0.107
25.397628,91.758962,0.2695
25.397628,91.768913,0.1396
25.397628,91.778863,0.2722
25.397628,91.788814,0.1703
25.397628,91.798764,0.7314
25.397628,91.808715,0.7368
25.397628,91.818666,0.2562
25.397628,91.828616,0.9176
25.397628,91.838567,0.5849
25.397628,91.848517,0.2327
25.397628,91.858468,0.7869
25.397628,91.868418,0.2372
25.397628,91.878369,0.3963
25.397628,91.88832,0.7406
25.397628,91.89827,0.2325
25.397628,91.908221,0.0892
25.397628,91.918171,0.1144
25.397628,91.928122,0.7633
25.397628,91.938072,0.8048
25.397628,91.948023,0.3068
25.397628,91.957974,0.7708
25.397628,91.967924,0.2596
25.397628,91.977875,0.2749
25.397628,91.987825,0.1702
25.397628,91.997776,0.2117
25.397628,92.007726,0.2949
25.397628,92.017677,0.2198
25.397628,92.027628,0.1381
25.397628,92.037578,0.078
25.397628,92.047529,0.5109
25.406612,91.55,0.1525
25.406612,91.559951,0.1569
25.406612,91.569901,0.2057
25.406612,91.579852,0.3277
25.406612,91.589802,0.3277
25.406612,91.599753,0.1696
25.406612,91.609703,0.1359
25.406612,91.619654,0.1416
25.406612,91.629605,0.1733
25.406612,91.639555,0.2505
25.406612,91.649506,0.1437
25.406612,91.659456,0.2907
25.406612,91.669407,0.2171
25.406612,91.679357,0.7066
25.406612,91.689308,0.181
25.406612,91.699259,0.1927
25.406612,91.709209,0.3176
25.406612,91.71916,0.1448
25.406612,91.72911,0.3591
25.406612,91.739061,0.3597
25.406612,91.749012,0.337
25.406612,91.758962,0.1613
25.406612,91.768913,0.2188
25.406612,91.778863,0.3634
25.406612,91.788814,0.3465
25.406612,91.798764,0.6476
25.406612,91.808715,0.8661
25.406612,91.818666,0.297
25.406612,91.828616,0.8704
25.406612,91.838567,0.1816
25.406612,91.848517,0.7614
25.406612,91.858468,0.5185
25.406612,91.868418,0.5338
25.406612,91.878369,0.7449
25.406612,91.88832,0.7496
25.406612,91.89827,0.3071
25.406612,91.908221,0.1495
25.406612,91.918171,0.742
25.406612,91.928122,0.7036
25.406612,91.938072,0.5812
25.406612,91.948023,0.5776
25.406612,91.957974,0.2641
25.406612,91.967924,0.1304
25.406612,91.977875,0.2245
25.406612,91.987825,0.292
25.406612,91.997776,0.1429
25.406612,92.007726,0.1094
25.406612,92.017677,0.1455
25.406612,92.027628,0.1664
25.406612,92.037578,0.1702
25.406612,92.047529,0.2047
25.415595,91.55,0.3569
25.415595,91.559951,0.2155
25.415595,91.569901,0.1501
25.415595,91.579852,0.165
25.415595,91.589802,0.2824
25.415595,91.599753,0.133
25.415595,91.609703,0.1485
25.415595,91.619654,0.1863
25.415595,91.629605,0.1482
25.415595,91.639555,0.1892
25.415595,91.649506,0.3005
25.415595,91.659456,0.1543
25.415595,91.669407,0.1588
25.415595,91.679357,0.2021
25.415595,91.689308,0.1368
25.415595,91.699259,0.1695
25.415595,91.709209,0.2798
25.415595,91.71916,0.2529
25.415595,91.72911,0.1484
25.415595,91.739061,0.431
25.415595,91.749012,0.1558
25.415595,91.758962,0.1713
25.415595,91.768913,0.1731
25.415595,91.778863,0.2117
25.415595,91.788814,0.3094
25.415595,91.798764,0.1527
25.415595,91.808715,0.4367
25.415595,91.818666,0.2918
25.415595,91.828616,0.2425
25.415595,91.838567,0.2395
25.415595,91.848517,0.0949
25.415595,91.858468,0.0944
25.415595,91.868418,0.2709
25.415595,91.878369,0.254
25.415595,91.88832,0.7334
25.415595,91.89827,0.4742
25.415595,91.908221,0.1559
25.415595,91.918171,0.2663
25.415595,91.928122,0.215
25.415595,91.938072,0.6437
25.415595,91.948023,0.6044
25.415595,91.957974,0.1216
25.415595,91.967924,0.7745
25.415595,91.977875,0.2305
25.415595,91.987825,0.2804
25.415595,91.997776,0.1558
25.415595,92.007726,0.132
25.415595,92.017677,0.5658
25.415595,92.027628,0.2952
25.415595,92.037578,0.1804
25.415595,92.047529,0.1147
25.424578,91.55,0.1949
25.424578,91.559951,0.314
25.424578,91.569901,0.1949
25.424578,91.579852,0.3088
25.424578,91.589802,0.2911
25.424578,91.599753,0.165
25.424578,91.609703,0.2996
25.424578,91.619654,0.3345
25.424578,91.629605,0.1797
25.424578,91.639555,0.1634
25.424578,91.649506,0.2103
25.424578,91.659456,0.1837
25.424578,91.669407,0.1953
25.424578,91.679357,0.2016
25.424578,91.689308,0.6479
25.424578,91.699259,0.1579
25.424578,91.709209,0.677
25.424578,91.71916,0.2499
25.424578,91.72911,0.1509
25.424578,91.739061,0.1955
25.424578,91.749012,0.1257
25.424578,91.758962,0.337
25.424578,91.768913,0.2911
25.424578,91.778863,0.1243
25.424578,91.788814,0.1694
25.424578,91.798764,0.2038
25.424578,91.808715,0.645
25.424578,91.818666,0.1531
25.424578,91.828616,0.15
25.424578,91.838567,0.2007
25.424578,91.848517,0.6133
25.424578,91.858468,0.1265
25.424578,91.868418,0.8569
25.424578,91.878369,0.2741
25.424578,91.88832,0.1109
25.424578,91.89827,0.2911
25.424578,91.908221,0.3965
25.424578,91.918171,0.1458
25.424578,91.928122,0.2602
25.424578,91.938072,0.2483
25.424578,91.948023,0.7548
25.424578,91.957974,0.6038
25.424578,91.967924,0.2609
25.424578,91.977875,0.243
25.424578,91.987825,0.2014
25.424578,91.997776,0.1521
25.424578,92.007726,0.1699
25.424578,92.017677,0.1345
25.424578,92.027628,0.1069
25.424578,92.037578,0.1112
25.424578,92.047529,0.1373
25.433561,91.55,0.2056
25.433561,91.559951,0.1948
25.433561,91.569901,0.2609
25.433561,91.579852,0.1672
25.433561,91.589802,0.1829
25.433561,91.599753,0.1519
25.433561,91.609703,0.3931
25.433561,91.619654,0.2389
25.433561,91.629605,0.1984
25.433561,91.639555,0.2043
25.433561,91.649506,0.1716
25.433561,91.659456,0.2149
25.433561,91.669407,0.1625
25.433561,91.679357,0.2054
25.433561,91.689308,0.2271
25.433561,91.699259,0.214
25.433561,91.709209,0.2793
25.433561,91.71916,0.2989
25.433561,91.72911,0.182
25.433561,91.739061,0.37
25.433561,91.749012,0.4989
25.433561,91.758962,0.1786
25.433561,91.768913,0.1862
25.433561,91.778863,0.1783
25.433561,91.788814,0.2106
25.433561,91.798764,0.2043
25.433561,91.808715,0.1534
25.433561,91.818666,0.1852
25.433561,91.828616,0.1027
25.433561,91.838567,0.1253
25.433561,91.848517,0.137
25.433561,91.858468,0.5664
25.433561,91.868418,0.4526
25.433561,91.878369,0.2114
25.433561,91.88832,0.2654
25.433561,91.89827,0.767
25.433561,91.908221,0.4433
25.433561,91.918171,0.2587
25.433561,91.928122,0.4306
25.433561,91.938072,0.2426
25.433561,91.948023,0.2057
25.433561,91.957974,0.1355
25.433561,91.967924,0.5727
25.433561,91.977875,0.5896
25.433561,91.987825,0.1453
25.433561,91.997776,0.1189
25.433561,92.007726,0.1079
25.433561,92.017677,0.11
25.433561,92.027628,0.1957
25.433561,92.037578,0.1246
25.433561,92.047529,0.1551
25.442544,91.55,0.1699
25.442544,91.559951,0.1871
25.442544,91.569901,0.189
25.442544,91.579852,0.1797
25.442544,91.589802,0.1769
25.442544,91.599753,0.1769
25.442544,91.609703,0.264
25.442544,91.619654,0.167
25.442544,91.629605,0.1632
25.442544,91.639555,0.1737
25.442544,91.649506,0.2171
25.442544,91.659456,0.2311
25.442544,91.669407,0.2262
25.442544,91.679357,0.2839
25.442544,91.689308,0.2436
25.442544,91.699259,0.2665
25.442544,91.709209,0.2153
25.442544,91.71916,0.1836
25.442544,91.72911,0.1813
25.442544,91.739061,0.4641
25.442544,91.749012,0.1908
25.442544,91.758962,0.186
25.442544,91.768913,0.3128
25.442544,91.778863,0.3959
25.442544,91.788814,0.2737
25.442544,91.798764,0.1701
25.442544,91.808715,0.1327
25.442544,91.818666,0.0994
25.442544,91.828616,0.1865
25.442544,91.838567,0.1879
25.442544,91.848517,0.1018
25.442544,91.858468,0.1018
25.442544,91.868418,0.196
25.442544,91.878369,0.2456
25.442544,91.88832,0.1084
25.442544,91.89827,0.8163
25.442544,91.908221,0.2493
25.442544,91.918171,0.279
25.442544,91.928122,0.1974
25.442544,91.938072,0.7148
25.442544,91.948023,0.2401
25.442544,91.957974,0.1394
25.442544,91.967924,0.1201
25.442544,91.977875,0.1257
25.442544,91.987825,0.1583
25.442544,91.997776,0.1154
25.442544,92.007726,0.1532
25.442544,92.017677,0.2282
25.442544,92.027628,0.2186
25.442544,92.037578,0.1476
25.442544,92.047529,0.3178
25.451527,91.55,0.1987
25.451527,91.559951,0.1428
25.451527,91.569901,0.2521
25.451527,91.579852,0.1679
25.451527,91.589802,0.1333
25.451527,91.599753,0.181
25.451527,91.609703,0.155
25.451527,91.619654,0.1249
25.451527,91.629605,0.1841
25.451527,91.639555,0.1667
25.451527,91.649506,0.3359
25.451527,91.659456,0.2059
25.451527,91.669407,0.1917
25.451527,91.679357,0.8136
25.451527,91.689308,0.3724
25.451527,91.699259,0.2009
25.451527,91.709209,0.1958
25.451527,91.71916,0.2068
25.451527,91.72911,0.3036
25.451527,91.739061,0.4802
25.451527,91.749012,0.1674
25.451527,91.758962,0.1813
25.451527,91.768913,0.1568
25.451527,91.778863,0.1962
25.451527,91.788814,0.2474
25.451527,91.798764,0.1462
25.451527,91.808715,0.1667
25.451527,91.818666,0.1117
25.451527,91.828616,0.1444
25.451527,91.838567,0.1678
25.451527,91.848517,0.1447
25.451527,91.858468,0.1088
25.451527,91.868418,0.1867
25.451527,91.878369,0.2464
25.451527,91.88832,0.2638
25.451527,91.89827,0.1673
25.451527,91.908221,0.1418
25.451527,91.918171,0.4471
25.451527,91.928122,0.2587
25.451527,91.938072,0.2591
25.451527,91.948023,0.1503
25.451527,91.957974,0.2455
25.451527,91.967924,0.1716
25.451527,91.977875,0.1351
25.451527,91.987825,0.1579
25.451527,91.997776,0.1454
25.451527,92.007726,0.1757
25.451527,92.017677,0.1983
25.451527,92.027628,0.2442
25.451527,92.037578,0.1401
25.451527,92.047529,0.2705
25.46051,91.55,0.158
25.46051,91.559951,0.2083
25.46051,91.569901,0.2575
25.46051,91.579852,0.2035
25.46051,91.589802,0.1558
25.46051,91.599753,0.1766
25.46051,91.609703,0.1684
25.46051,91.619654,0.2047
25.46051,91.629605,0.1689
25.46051,91.639555,0.149
25.46051,91.649506,0.2853
25.46051,91.659456,0.2204
25.46051,91.669407,0.2053
25.46051,91.679357,0.8107
25.46051,91.689308,0.3607
25.46051,91.699259,0.3
25.46051,91.709209,0.1918
25.46051,91.71916,0.1611
25.46051,91.72911,0.3046
25.46051,91.739061,0.1677
25.46051,91.749012,0.1688
25.46051,91.758962,0.1524
25.46051,91.768913,0.1348
25.46051,91.778863,0.2074
25.46051,91.788814,0.3129
25.46051,91.798764,0.3241
25.46051,91.808715,0.3148
25.46051,91.818666,0.152
25.46051,91.828616,0.1787
25.46051,91.838567,0.2878
25.46051,91.848517,0.1294
25.46051,91.858468,0.1507
25.46051,91.868418,0.182
25.46051,91.878369,0.1402
25.46051,91.88832,0.117
25.46051,91.89827,0.1702
25.46051,91.908221,0.1742
25.46051,91.918171,0.1801
25.46051,91.928122,0.6684
25.46051,91.938072,0.1519
25.46051,91.948023,0.147
25.46051,91.957974,0.1642
25.46051,91.967924,0.1309
25.46051,91.977875,0.1556
25.46051,91.987825,0.1576
25.46051,91.997776,0.1104
25.46051,92.007726,0.1414
25.46051,92.017677,0.1263
25.46051,92.027628,0.1235
25.46051,92.037578,0.1408
25.46051,92.047529,0.1802
25.469493,91.55,0.203
25.469493,91.559951,0.1782
25.469493,91.569901,0.2055
25.469493,91.579852,0.2801
25.469493,91.589802,0.1448
25.469493,91.599753,0.2978
25.469493,91.609703,0.2828
25.469493,91.619654,0.2368
25.469493,91.629605,0.2177
25.469493,91.639555,0.1634
25.469493,91.649506,0.2848
25.469493,91.659456,0.1438
25.469493,91.669407,0.173
25.469493,91.679357,0.2168
25.469493,91.689308,0.2065
25.469493,91.699259,0.2185
25.469493,91.709209,0.3247
25.469493,91.71916,0.2171
25.469493,91.72911,0.3126
25.469493,91.739061,0.1624
25.469493,91.749012,0.1722
25.469493,91.758962,0.1784
25.469493,91.768913,0.2023
25.469493,91.778863,0.3652
25.469493,91.788814,0.2964
25.469493,91.798764,0.1782
25.469493,91.808715,0.1424
25.469493,91.818666,0.1597
25.469493,91.828616,0.1209
25.469493,91.838567,0.1269
25.469493,91.848517,0.2105
25.469493,91.858468,0.1709
25.469493,91.868418,0.1296
25.469493,91.878369,0.1612
25.469493,91.88832,0.1464
25.469493,91.89827,0.1629
25.469493,91.908221,0.1386
25.469493,91.918171,0.152
25.469493,91.928122,0.1257
25.469493,91.938072,0.1424
25.469493,91.948023,0.3682
25.469493,91.957974,0.1308
25.469493,91.967924,0.1515
25.469493,91.977875,0.1013
25.469493,91.987825,0.1167
25.469493,91.997776,0.1017
25.469493,92.007726,0.1121
25.469493,92.017677,0.1158
25.469493,92.027628,0.1328
25.469493,92.037578,0.1856
25.469493,92.047529,0.0774
25.478476,91.55,0.2006
25.478476,91.559951,0.1661
25.478476,91.569901,0.2101
25.478476,91.579852,0.2197
25.478476,91.589802,0.3224
25.478476,91.599753,0.3064
25.478476,91.609703,0.2047
25.478476,91.619654,0.2058
25.478476,91.629605,0.2018
25.478476,91.639555,0.1694
25.478476,91.649506,0.119
25.478476,91.659456,0.1581
25.478476,91.669407,0.1867
25.478476,91.679357,0.2042
25.478476,91.689308,0.229
25.478476,91.699259,0.2238
25.478476,91.709209,0.3559
25.478476,91.71916,0.3822
25.478476,91.72911,0.1595
25.478476,91.739061,0.3735
25.478476,91.749012,0.1263
25.478476,91.758962,0.2259
25.478476,91.768913,0.1551
25.478476,91.778863,0.2109
25.478476,91.788814,0.1315
25.478476,91.798764,0.2307
25.478476,91.808715,0.1729
25.478476,91.818666,0.1592
25.478476,91.828616,0.3574
25.478476,91.838567,0.1868
25.478476,91.848517,0.1621
25.478476,91.858468,0.2028
25.478476,91.868418,0.1365
25.478476,91.878369,0.1424
25.478476,91.88832,0.1214
25.478476,91.89827,0.14
25.478476,91.908221,0.148
25.478476,91.918171,0.1453
25.478476,91.928122,0.1081
25.478476,91.938072,0.1048
25.478476,91.948023,0.1195
25.478476,91.957974,0.3214
25.478476,91.967924,0.1075
25.478476,91.977875,0.1207
25.478476,91.987825,0.0995
25.478476,91.997776,0.4072
25.478476,92.007726,0.1354
25.478476,92.017677,0.1329
25.478476,92.027628,0.2795
25.478476,92.037578,0.0823
25.478476,92.047529,0.2616
25.48746,91.55,0.1902
25.48746,91.559951,0.2048
25.48746,91.569901,0.1656
25.48746,91.579852,0.1642
25.48746,91.589802,0.155
25.48746,91.599753,0.4058
25.48746,91.609703,0.2333
25.48746,91.619654,0.1551
25.48746,91.629605,0.1648
25.48746,91.639555,0.1846
25.48746,91.649506,0.1945
25.48746,91.659456,0.1562
25.48746,91.669407,0.1661
25.48746,91.679357,0.6556
25.48746,91.689308,0.177
25.48746,91.699259,0.1343
25.48746,91.709209,0.1362
25.48746,91.71916,0.1783
25.48746,91.72911,0.1474
25.48746,91.739061,0.1593
25.48746,91.749012,0.3427
25.48746,91.758962,0.239
25.48746,91.768913,0.1859
25.48746,91.778863,0.1786
25.48746,91.788814,0.1601
25.48746,91.798764,0.4704
25.48746,91.808715,0.109
25.48746,91.818666,0.1427
25.48746,91.828616,0.1115
25.48746,91.838567,0.1565
25.48746,91.848517,0.1299
25.48746,91.858468,0.0961
25.48746,91.868418,0.1051
25.48746,91.878369,0.1322
25.48746,91.88832,0.1209
25.48746,91.89827,0.1029
25.48746,91.908221,0.166
25.48746,91.918171,0.167
25.48746,91.928122,0.1922
25.48746,91.938072,0.1608
25.48746,91.948023,0.1699
25.48746,91.957974,0.1573
25.48746,91.967924,0.1573
25.48746,91.977875,0.1442
25.48746,91.987825,0.1352
25.48746,91.997776,0.3775
25.48746,92.007726,0.3835
25.48746,92.017677,0.3009
25.48746,92.027628,0.309
25.48746,92.037578,0.2549
25.48746,92.047529,0.2609
25.496443,91.55,0.1667
25.496443,91.559951,0.3506
25.496443,91.569901,0.1528
25.496443,91.579852,0.2038
25.496443,91.589802,0.2354
25.496443,91.599753,0.2138
25.496443,91.609703,0.2347
25.496443,91.619654,0.1576
25.496443,91.629605,0.1166
25.496443,91.639555,0.1639
25.496443,91.649506,0.1596
25.496443,91.659456,0.1674
25.496443,91.669407,0.172
25.496443,91.679357,0.1759
25.496443,91.689308,0.1726
25.496443,91.699259,0.2703
25.496443,91.709209,0.2006
25.496443,91.71916,0.3772
25.496443,91.72911,0.3519
25.496443,91.739061,0.1705
25.496443,91.749012,0.2236
25.496443,91.758962,0.3794
25.496443,91.768913,0.175
25.496443,91.778863,0.2168
25.496443,91.788814,0.1819
25.496443,91.798764,0.1387
25.496443,91.808715,0.1229
25.496443,91.818666,0.1151
25.496443,91.828616,0.2992
25.496443,91.838567,0.1704
25.496443,91.848517,0.0934
25.496443,91.858468,0.1596
25.496443,91.868418,0.1368
25.496443,91.878369,0.1095
25.496443,91.88832,0.127
25.496443,91.89827,0.1693
25.496443,91.908221,0.1284
25.496443,91.918171,0.1369
25.496443,91.928122,0.1419
25.496443,91.938072,0.1622
25.496443,91.948023,0.1056
25.496443,91.957974,0.1226
25.496443,91.967924,0.1804
25.496443,91.977875,0.148
25.496443,91.987825,0.1856
25.496443,91.997776,0.1082
25.496443,92.007726,0.3372
25.496443,92.017677,0.2708
25.496443,92.027628,0.2802
25.496443,92.037578,0.1422
25.496443,92.047529,0.1347
25.505426,91.55,0.1975
25.505426,91.559951,0.2019
25.505426,91.569901,0.2034
25.505426,91.579852,0.1789
25.505426,91.589802,0.206
25.505426,91.599753,0.1884
25.505426,91.609703,0.1846
25.505426,91.619654,0.2169
25.505426,91.629605,0.2031
25.505426,91.639555,0.1629
25.505426,91.649506,0.1302
25.505426,91.659456,0.4161
25.505426,91.669407,0.4509
25.505426,91.679357,0.2766
25.505426,91.689308,0.26
25.505426,91.699259,0.2142
25.505426,91.709209,0.183
25.505426,91.71916,0.2061
25.505426,91.72911,0.1761
25.505426,91.739061,0.1648
25.505426,91.749012,0.242
25.505426,91.758962,0.4992
25.505426,91.768913,0.3273
25.505426,91.778863,0.3299
25.505426,91.788814,0.2039
25.505426,91.798764,0.1684
25.505426,91.808715,0.1605
25.505426,91.818666,0.1428
25.505426,91.828616,0.1634
25.505426,91.838567,0.2171
25.505426,91.848517,0.1385
25.505426,91.858468,0.1533
25.505426,91.868418,0.191
25.505426,91.878369,0.1411
25.505426,91.88832,0.1517
25.505426,91.89827,0.1942
25.505426,91.908221,0.2072
25.505426,91.918171,0.1614
25.505426,91.928122,0.267
25.505426,91.938072,0.2067
25.505426,91.948023,0.3489
25.505426,91.957974,0.4619
25.505426,91.967924,0.1444
25.505426,91.977875,0.1705
25.505426,91.987825,0.1826
25.505426,91.997776,0.1646
25.505426,92.007726,0.1337
25.505426,92.017677,0.1149
25.505426,92.027628,0.1333
25.505426,92.037578,0.1646
25.505426,92.047529,0.1882
25.514409,91.55,0.133
25.514409,91.559951,0.1704
25.514409,91.569901,0.1743
25.514409,91.579852,0.1913
25.514409,91.589802,0.1749
25.514409,91.599753,0.1682
25.514409,91.609703,0.1837
25.514409,91.619654,0.3278
25.514409,91.629605,0.204
25.514409,91.639555,0.2546
25.514409,91.649506,0.3248
25.514409,91.659456,0.2408
25.514409,91.669407,0.1609
25.514409,91.679357,0.2414
25.514409,91.689308,0.1554
25.514409,91.699259,0.2208
25.514409,91.709209,0.1649
25.514409,91.71916,0.1345
25.514409,91.72911,0.1615
25.514409,91.739061,0.1814
25.514409,91.749012,0.1908
25.514409,91.758962,0.1913
25.514409,91.768913,0.3342
25.514409,91.778863,0.134
25.514409,91.788814,0.174
25.514409,91.798764,0.1659
25.514409,91.808715,0.1767
25.514409,91.818666,0.1433
25.514409,91.828616,0.2
25.514409,91.838567,0.1759
25.514409,91.848517,0.2203
25.514409,91.858468,0.2129
25.514409,91.868418,0.2091
25.514409,91.878369,0.1982
25.514409,91.88832,0.167
25.514409,91.89827,0.2001
25.514409,91.908221,0.2352
25.514409,91.918171,0.1997
25.514409,91.928122,0.5034
25.514409,91.938072,0.2058
25.514409,91.948023,0.1517
25.514409,91.957974,0.1811
25.514409,91.967924,0.3313
25.514409,91.977875,0.1721
25.514409,91.987825,0.173
25.514409,91.997776,0.1696
25.514409,92.007726,0.1381
25.514409,92.017677,0.1418
25.514409,92.027628,0.1442
25.514409,92.037578,0.1635
25.514409,92.047529,0.1622
25.523392,91.55,0.1415
25.523392,91.559951,0.1832
25.523392,91.569901,0.1604
25.523392,91.579852,0.4197
25.523392,91.589802,0.1456
25.523392,91.599753,0.1925
25.523392,91.609703,0.1801
25.523392,91.619654,0.3347
25.523392,91.629605,0.2418
25.523392,91.639555,0.1849
25.523392,91.649506,0.1549
25.523392,91.659456,0.1849
25.523392,91.669407,0.1856
25.523392,91.679357,0.192
25.523392,91.689308,0.1911
25.523392,91.699259,0.2074
25.523392,91.709209,0.1783
25.523392,91.71916,0.2053
25.523392,91.72911,0.1555
25.523392,91.739061,0.2177
25.523392,91.749012,0.2494
25.523392,91.758962,0.1671
25.523392,91.768913,0.4512
25.523392,91.778863,0.4633
25.523392,91.788814,0.3777
25.523392,91.798764,0.2103
25.523392,91.808715,0.1925
25.523392,91.818666,0.2053
25.523392,91.828616,0.2439
25.523392,91.838567,0.1797
25.523392,91.848517,0.1661
25.523392,91.858468,0.1702
25.523392,91.868418,0.1431
25.523392,91.878369,0.187
25.523392,91.88832,0.173
25.523392,91.89827,0.1777
25.523392,91.908221,0.2041
25.523392,91.918171,0.2029
25.523392,91.928122,0.1753
25.523392,91.938072,0.4831
25.523392,91.948023,0.3884
